,dataset_year,wav_path,hive_id,recording_start_dt,chunk_idx,chunk_start_s,chunk_end_s,chunk_start_dt,chunk_end_dt,inspection_date,frames_of_bees,hive_state,queen_present,varroa_high,days_since_inspection
17,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/06-01-2022_22h00_HIVE-3692.wav,3692,2022-01-06 22:00:00,2,10.0,20.0,2022-01-06 22:00:10+00:00,2022-01-06 22:00:20,,,,,,
18,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/06-01-2022_22h00_HIVE-3692.wav,3692,2022-01-06 22:00:00,3,15.0,25.0,2022-01-06 22:00:15+00:00,2022-01-06 22:00:25,,,,,,
19,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/06-01-2022_22h00_HIVE-3692.wav,3692,2022-01-06 22:00:00,4,20.0,30.0,2022-01-06 22:00:20+00:00,2022-01-06 22:00:30,,,,,,
20,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_00h45_HIVE-3691.wav,3691,2022-01-07 00:45:00,0,0.0,10.0,2022-01-07 00:45:00+00:00,2022-01-07 00:45:10,,,,,,
21,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_00h45_HIVE-3691.wav,3691,2022-01-07 00:45:00,1,5.0,15.0,2022-01-07 00:45:05+00:00,2022-01-07 00:45:15,,,,,,
22,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_00h45_HIVE-3691.wav,3691,2022-01-07 00:45:00,2,10.0,20.0,2022-01-07 00:45:10+00:00,2022-01-07 00:45:20,,,,,,
23,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_00h45_HIVE-3691.wav,3691,2022-01-07 00:45:00,3,15.0,25.0,2022-01-07 00:45:15+00:00,2022-01-07 00:45:25,,,,,,
24,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_00h45_HIVE-3691.wav,3691,2022-01-07 00:45:00,4,20.0,30.0,2022-01-07 00:45:20+00:00,2022-01-07 00:45:30,,,,,,
25,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_04h30_HIVE-6.wav,6,2022-01-07 04:30:00,0,0.0,10.0,2022-01-07 04:30:00+00:00,2022-01-07 04:30:10,,,,,,
26,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_04h30_HIVE-6.wav,6,2022-01-07 04:30:00,1,5.0,15.0,2022-01-07 04:30:05+00:00,2022-01-07 04:30:15,,,,,,
27,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_04h30_HIVE-6.wav,6,2022-01-07 04:30:00,2,10.0,20.0,2022-01-07 04:30:10+00:00,2022-01-07 04:30:20,,,,,,
28,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_04h30_HIVE-6.wav,6,2022-01-07 04:30:00,3,15.0,25.0,2022-01-07 04:30:15+00:00,2022-01-07 04:30:25,,,,,,
29,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_04h30_HIVE-6.wav,6,2022-01-07 04:30:00,4,20.0,30.0,2022-01-07 04:30:20+00:00,2022-01-07 04:30:30,,,,,,
30,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_12h45_HIVE-3631.wav,3631,2022-01-07 12:45:00,0,0.0,10.0,2022-01-07 12:45:00+00:00,2022-01-07 12:45:10,,,,,,
31,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_12h45_HIVE-3631.wav,3631,2022-01-07 12:45:00,1,5.0,15.0,2022-01-07 12:45:05+00:00,2022-01-07 12:45:15,,,,,,
32,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_12h45_HIVE-3631.wav,3631,2022-01-07 12:45:00,2,10.0,20.0,2022-01-07 12:45:10+00:00,2022-01-07 12:45:20,,,,,,
33,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_12h45_HIVE-3631.wav,3631,2022-01-07 12:45:00,3,15.0,25.0,2022-01-07 12:45:15+00:00,2022-01-07 12:45:25,,,,,,
34,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/07-01-2022_12h45_HIVE-3631.wav,3631,2022-01-07 12:45:00,4,20.0,30.0,2022-01-07 12:45:20+00:00,2022-01-07 12:45:30,,,,,,
35,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_01h45_HIVE-3691.wav,3691,2022-01-08 01:45:00,0,0.0,10.0,2022-01-08 01:45:00+00:00,2022-01-08 01:45:10,,,,,,
36,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_01h45_HIVE-3691.wav,3691,2022-01-08 01:45:00,1,5.0,15.0,2022-01-08 01:45:05+00:00,2022-01-08 01:45:15,,,,,,
37,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_01h45_HIVE-3691.wav,3691,2022-01-08 01:45:00,2,10.0,20.0,2022-01-08 01:45:10+00:00,2022-01-08 01:45:20,,,,,,
38,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_01h45_HIVE-3691.wav,3691,2022-01-08 01:45:00,3,15.0,25.0,2022-01-08 01:45:15+00:00,2022-01-08 01:45:25,,,,,,
39,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_01h45_HIVE-3691.wav,3691,2022-01-08 01:45:00,4,20.0,30.0,2022-01-08 01:45:20+00:00,2022-01-08 01:45:30,,,,,,
40,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_03h00_HIVE-6.wav,6,2022-01-08 03:00:00,0,0.0,10.0,2022-01-08 03:00:00+00:00,2022-01-08 03:00:10,,,,,,
41,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_03h00_HIVE-6.wav,6,2022-01-08 03:00:00,1,5.0,15.0,2022-01-08 03:00:05+00:00,2022-01-08 03:00:15,,,,,,
42,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_03h00_HIVE-6.wav,6,2022-01-08 03:00:00,2,10.0,20.0,2022-01-08 03:00:10+00:00,2022-01-08 03:00:20,,,,,,
43,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_03h00_HIVE-6.wav,6,2022-01-08 03:00:00,3,15.0,25.0,2022-01-08 03:00:15+00:00,2022-01-08 03:00:25,,,,,,
44,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_03h00_HIVE-6.wav,6,2022-01-08 03:00:00,4,20.0,30.0,2022-01-08 03:00:20+00:00,2022-01-08 03:00:30,,,,,,
45,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_12h15_HIVE-3690.wav,3690,2022-01-08 12:15:00,0,0.0,10.0,2022-01-08 12:15:00+00:00,2022-01-08 12:15:10,,,,,,
46,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_12h15_HIVE-3690.wav,3690,2022-01-08 12:15:00,1,5.0,15.0,2022-01-08 12:15:05+00:00,2022-01-08 12:15:15,,,,,,
47,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_12h15_HIVE-3690.wav,3690,2022-01-08 12:15:00,2,10.0,20.0,2022-01-08 12:15:10+00:00,2022-01-08 12:15:20,,,,,,
48,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_12h15_HIVE-3690.wav,3690,2022-01-08 12:15:00,3,15.0,25.0,2022-01-08 12:15:15+00:00,2022-01-08 12:15:25,,,,,,
49,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_12h15_HIVE-3690.wav,3690,2022-01-08 12:15:00,4,20.0,30.0,2022-01-08 12:15:20+00:00,2022-01-08 12:15:30,,,,,,
50,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_13h30_HIVE-3693.wav,3693,2022-01-08 13:30:00,0,0.0,10.0,2022-01-08 13:30:00+00:00,2022-01-08 13:30:10,,,,,,
51,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_13h30_HIVE-3693.wav,3693,2022-01-08 13:30:00,1,5.0,15.0,2022-01-08 13:30:05+00:00,2022-01-08 13:30:15,,,,,,
52,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_13h30_HIVE-3693.wav,3693,2022-01-08 13:30:00,2,10.0,20.0,2022-01-08 13:30:10+00:00,2022-01-08 13:30:20,,,,,,
53,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_13h30_HIVE-3693.wav,3693,2022-01-08 13:30:00,3,15.0,25.0,2022-01-08 13:30:15+00:00,2022-01-08 13:30:25,,,,,,
54,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_13h30_HIVE-3693.wav,3693,2022-01-08 13:30:00,4,20.0,30.0,2022-01-08 13:30:20+00:00,2022-01-08 13:30:30,,,,,,
55,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_14h00_HIVE-3693.wav,3693,2022-01-08 14:00:00,0,0.0,10.0,2022-01-08 14:00:00+00:00,2022-01-08 14:00:10,,,,,,
56,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_14h00_HIVE-3693.wav,3693,2022-01-08 14:00:00,1,5.0,15.0,2022-01-08 14:00:05+00:00,2022-01-08 14:00:15,,,,,,
57,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_14h00_HIVE-3693.wav,3693,2022-01-08 14:00:00,2,10.0,20.0,2022-01-08 14:00:10+00:00,2022-01-08 14:00:20,,,,,,
58,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_14h00_HIVE-3693.wav,3693,2022-01-08 14:00:00,3,15.0,25.0,2022-01-08 14:00:15+00:00,2022-01-08 14:00:25,,,,,,
59,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/08-01-2022_14h00_HIVE-3693.wav,3693,2022-01-08 14:00:00,4,20.0,30.0,2022-01-08 14:00:20+00:00,2022-01-08 14:00:30,,,,,,
60,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/09-01-2022_02h00_HIVE-3693.wav,3693,2022-01-09 02:00:00,0,0.0,10.0,2022-01-09 02:00:00+00:00,2022-01-09 02:00:10,,,,,,
61,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/09-01-2022_02h00_HIVE-3693.wav,3693,2022-01-09 02:00:00,1,5.0,15.0,2022-01-09 02:00:05+00:00,2022-01-09 02:00:15,,,,,,
62,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/09-01-2022_02h00_HIVE-3693.wav,3693,2022-01-09 02:00:00,2,10.0,20.0,2022-01-09 02:00:10+00:00,2022-01-09 02:00:20,,,,,,
63,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/09-01-2022_02h00_HIVE-3693.wav,3693,2022-01-09 02:00:00,3,15.0,25.0,2022-01-09 02:00:15+00:00,2022-01-09 02:00:25,,,,,,
64,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/09-01-2022_02h00_HIVE-3693.wav,3693,2022-01-09 02:00:00,4,20.0,30.0,2022-01-09 02:00:20+00:00,2022-01-09 02:00:30,,,,,,
65,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_15h45_HIVE-3690.wav,3690,2022-01-10 15:45:00,0,0.0,10.0,2022-01-10 15:45:00+00:00,2022-01-10 15:45:10,,,,,,
66,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_15h45_HIVE-3690.wav,3690,2022-01-10 15:45:00,1,5.0,15.0,2022-01-10 15:45:05+00:00,2022-01-10 15:45:15,,,,,,
67,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_15h45_HIVE-3690.wav,3690,2022-01-10 15:45:00,2,10.0,20.0,2022-01-10 15:45:10+00:00,2022-01-10 15:45:20,,,,,,
68,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_15h45_HIVE-3690.wav,3690,2022-01-10 15:45:00,3,15.0,25.0,2022-01-10 15:45:15+00:00,2022-01-10 15:45:25,,,,,,
69,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_15h45_HIVE-3690.wav,3690,2022-01-10 15:45:00,4,20.0,30.0,2022-01-10 15:45:20+00:00,2022-01-10 15:45:30,,,,,,
70,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_23h15_HIVE-3628.wav,3628,2022-01-10 23:15:00,0,0.0,10.0,2022-01-10 23:15:00+00:00,2022-01-10 23:15:10,,,,,,
71,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_23h15_HIVE-3628.wav,3628,2022-01-10 23:15:00,1,5.0,15.0,2022-01-10 23:15:05+00:00,2022-01-10 23:15:15,,,,,,
72,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_23h15_HIVE-3628.wav,3628,2022-01-10 23:15:00,2,10.0,20.0,2022-01-10 23:15:10+00:00,2022-01-10 23:15:20,,,,,,
73,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_23h15_HIVE-3628.wav,3628,2022-01-10 23:15:00,3,15.0,25.0,2022-01-10 23:15:15+00:00,2022-01-10 23:15:25,,,,,,
74,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/10-01-2022_23h15_HIVE-3628.wav,3628,2022-01-10 23:15:00,4,20.0,30.0,2022-01-10 23:15:20+00:00,2022-01-10 23:15:30,,,,,,
75,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/11-01-2022_13h15_HIVE-3628.wav,3628,2022-01-11 13:15:00,0,0.0,10.0,2022-01-11 13:15:00+00:00,2022-01-11 13:15:10,,,,,,
76,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/11-01-2022_13h15_HIVE-3628.wav,3628,2022-01-11 13:15:00,1,5.0,15.0,2022-01-11 13:15:05+00:00,2022-01-11 13:15:15,,,,,,
77,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/11-01-2022_13h15_HIVE-3628.wav,3628,2022-01-11 13:15:00,2,10.0,20.0,2022-01-11 13:15:10+00:00,2022-01-11 13:15:20,,,,,,
78,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/11-01-2022_13h15_HIVE-3628.wav,3628,2022-01-11 13:15:00,3,15.0,25.0,2022-01-11 13:15:15+00:00,2022-01-11 13:15:25,,,,,,
79,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/11-01-2022_13h15_HIVE-3628.wav,3628,2022-01-11 13:15:00,4,20.0,30.0,2022-01-11 13:15:20+00:00,2022-01-11 13:15:30,,,,,,
80,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/12-01-2022_07h30_HIVE-3691.wav,3691,2022-01-12 07:30:00,0,0.0,10.0,2022-01-12 07:30:00+00:00,2022-01-12 07:30:10,,,,,,
81,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/12-01-2022_07h30_HIVE-3691.wav,3691,2022-01-12 07:30:00,1,5.0,15.0,2022-01-12 07:30:05+00:00,2022-01-12 07:30:15,,,,,,
82,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/12-01-2022_07h30_HIVE-3691.wav,3691,2022-01-12 07:30:00,2,10.0,20.0,2022-01-12 07:30:10+00:00,2022-01-12 07:30:20,,,,,,
83,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/12-01-2022_07h30_HIVE-3691.wav,3691,2022-01-12 07:30:00,3,15.0,25.0,2022-01-12 07:30:15+00:00,2022-01-12 07:30:25,,,,,,
84,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/12-01-2022_07h30_HIVE-3691.wav,3691,2022-01-12 07:30:00,4,20.0,30.0,2022-01-12 07:30:20+00:00,2022-01-12 07:30:30,,,,,,
85,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/13-01-2022_16h45_HIVE-3690.wav,3690,2022-01-13 16:45:00,0,0.0,10.0,2022-01-13 16:45:00+00:00,2022-01-13 16:45:10,,,,,,
86,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/13-01-2022_16h45_HIVE-3690.wav,3690,2022-01-13 16:45:00,1,5.0,15.0,2022-01-13 16:45:05+00:00,2022-01-13 16:45:15,,,,,,
87,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/13-01-2022_16h45_HIVE-3690.wav,3690,2022-01-13 16:45:00,2,10.0,20.0,2022-01-13 16:45:10+00:00,2022-01-13 16:45:20,,,,,,
88,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/13-01-2022_16h45_HIVE-3690.wav,3690,2022-01-13 16:45:00,3,15.0,25.0,2022-01-13 16:45:15+00:00,2022-01-13 16:45:25,,,,,,
89,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/13-01-2022_16h45_HIVE-3690.wav,3690,2022-01-13 16:45:00,4,20.0,30.0,2022-01-13 16:45:20+00:00,2022-01-13 16:45:30,,,,,,
90,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/14-01-2022_14h00_HIVE-3693.wav,3693,2022-01-14 14:00:00,0,0.0,10.0,2022-01-14 14:00:00+00:00,2022-01-14 14:00:10,,,,,,
91,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/14-01-2022_14h00_HIVE-3693.wav,3693,2022-01-14 14:00:00,1,5.0,15.0,2022-01-14 14:00:05+00:00,2022-01-14 14:00:15,,,,,,
92,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/14-01-2022_14h00_HIVE-3693.wav,3693,2022-01-14 14:00:00,2,10.0,20.0,2022-01-14 14:00:10+00:00,2022-01-14 14:00:20,,,,,,
93,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/14-01-2022_14h00_HIVE-3693.wav,3693,2022-01-14 14:00:00,3,15.0,25.0,2022-01-14 14:00:15+00:00,2022-01-14 14:00:25,,,,,,
94,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/14-01-2022_14h00_HIVE-3693.wav,3693,2022-01-14 14:00:00,4,20.0,30.0,2022-01-14 14:00:20+00:00,2022-01-14 14:00:30,,,,,,
95,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_05h30_HIVE-3693.wav,3693,2022-01-15 05:30:00,0,0.0,10.0,2022-01-15 05:30:00+00:00,2022-01-15 05:30:10,,,,,,
96,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_05h30_HIVE-3693.wav,3693,2022-01-15 05:30:00,1,5.0,15.0,2022-01-15 05:30:05+00:00,2022-01-15 05:30:15,,,,,,
97,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_05h30_HIVE-3693.wav,3693,2022-01-15 05:30:00,2,10.0,20.0,2022-01-15 05:30:10+00:00,2022-01-15 05:30:20,,,,,,
98,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_05h30_HIVE-3693.wav,3693,2022-01-15 05:30:00,3,15.0,25.0,2022-01-15 05:30:15+00:00,2022-01-15 05:30:25,,,,,,
99,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_05h30_HIVE-3693.wav,3693,2022-01-15 05:30:00,4,20.0,30.0,2022-01-15 05:30:20+00:00,2022-01-15 05:30:30,,,,,,
100,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_20h00_HIVE-3628.wav,3628,2022-01-15 20:00:00,0,0.0,10.0,2022-01-15 20:00:00+00:00,2022-01-15 20:00:10,,,,,,
101,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_20h00_HIVE-3628.wav,3628,2022-01-15 20:00:00,1,5.0,15.0,2022-01-15 20:00:05+00:00,2022-01-15 20:00:15,,,,,,
102,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_20h00_HIVE-3628.wav,3628,2022-01-15 20:00:00,2,10.0,20.0,2022-01-15 20:00:10+00:00,2022-01-15 20:00:20,,,,,,
103,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_20h00_HIVE-3628.wav,3628,2022-01-15 20:00:00,3,15.0,25.0,2022-01-15 20:00:15+00:00,2022-01-15 20:00:25,,,,,,
104,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/15-01-2022_20h00_HIVE-3628.wav,3628,2022-01-15 20:00:00,4,20.0,30.0,2022-01-15 20:00:20+00:00,2022-01-15 20:00:30,,,,,,
105,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/16-01-2022_04h45_HIVE-3691.wav,3691,2022-01-16 04:45:00,0,0.0,10.0,2022-01-16 04:45:00+00:00,2022-01-16 04:45:10,,,,,,
106,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/16-01-2022_04h45_HIVE-3691.wav,3691,2022-01-16 04:45:00,1,5.0,15.0,2022-01-16 04:45:05+00:00,2022-01-16 04:45:15,,,,,,
107,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/16-01-2022_04h45_HIVE-3691.wav,3691,2022-01-16 04:45:00,2,10.0,20.0,2022-01-16 04:45:10+00:00,2022-01-16 04:45:20,,,,,,
108,2022,/home/ryan/Documents/hms-inference/data/UrBAN/data/audio/beehives_2022/16-01-2022_04h45_HIVE-3691.wav,3691,2022-01-16 04:45:00,3,15.0,25.0,2022-01-16 04:45:15+00:00,2022-01-16 04:45:25,,,,,,
